,Action Observation,Acupuncture,Age,Anti-Saccades,Braille Reading,Breath-Holding,CIAS,Chewing/Swallowing,Classical Conditioning,Counting/Calculation,Cued Explicit Recognition,Deception Task,Deductive Reasoning,Delay Discounting Task,Delayed Match To Sample,Divided Auditory Attention,Drawing,Eating/Drinking,Encoding,Episodic Recall,Face Monitor/Discrimination,Film Viewing,Finger Tapping,Fixation,Flanker Task,Flashing Checkerboard,Flexion/Extension,Free Word List Recall,Go/No-Go,Grasping,Imagined Movement,Imagined Objects/Scenes,Isometric Force,Mental Rotation,Micturition Task,Music Comprehension/Production,Naming (Covert),Naming (Overt),Non-Painful Electrical Stimulation,Non-Painful Thermal Stimulation,Oddball Discrimination,Olfactory Monitor/Discrimination,Orthographic Discrimination,Pain Monitor/Discrimination,PainLevel,Paired Associate Recall,Passive Listening,Passive Viewing,Phonological Discrimination,Pitch Monitor/Discrimination,Pointing,Posner Task,Reading (Covert),Reading (Overt),Recitation/Repetition (Covert),Recitation/Repetition (Overt),Rest,Reward Task,Saccades,Semantic Monitor/Discrimination,Sequence Recall/Learning,Sex,Simon Task,Sleep,Spatial/Location Discrimination,Sternberg Task,Stroop Task,SubjectID,Subjective Emotional Picture Discrimination,Syntactic Discrimination,Tactile Monitor/Discrimination,Task Switching,Theory of Mind Task,Tone Monitor/Discrimination,Tower of London,Transcranial Magnetic Stimulation,Vibrotactile Monitor/Discrimination,Video Games,Visual Distractor/Visual Attention,Visual Pursuit/Tracking,Whistling,Wisconsin Card Sorting Test,Word Generation (Covert),Word Generation (Overt),Word Stem Completion (Covert),Word Stem Completion (Overt),Writing,add_date,analysis_level,brain_coverage,brainpedia_labels,brainpedia_study,cognitive_contrast_cogatlas,cognitive_contrast_cogatlas_id,cognitive_paradigm_cogatlas,cognitive_paradigm_cogatlas_id,cognitive_paradigm_description_url,collection,collection_id,contrast_definition,contrast_definition_cogatlas,custom_prop,data,description,figure,file,file_size,id,image_type,is_thresholded,is_valid,label_description_file,map_type,modality,modify_date,n-back,name,nidm_results,nidm_results_ttl,not_mni,number_of_subjects,perc_bad_voxels,perc_voxels_outside,random_property_1,random_property_2,reduced_representation,smoothness_fwhm,statistic_parameters,task,thumbnail,type,url
10256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:22:15.237634Z,,0.0266154073636,,,angular distance between test view and study view,cnt_501715cead551,scene recognition task,trm_4da6327154fd4,,http://neurovault.org/collections/1048/,1048,,,,,,,http://neurovault.org/media/images/1048/t_value_vol.nii.gz,3687,14277,statistic_map,True,True,,T map,fMRI-BOLD,2016-01-27T21:43:35.673973Z,,scene contrast t vol,,,False,,99.9896330085,0.0,,,,,,,http://neurovault.org/media/images/1048/glass_brain_14277.jpg,,http://neurovault.org/images/14277/
10719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:22:23.341535Z,group,99.9164051592,,,visual targets minus standards,cnt_553a7740160a3,oddball task,tsk_4a57abb949bf6,,http://neurovault.org/collections/417/,417,visual targets - standards,,,,FSL5.0,,http://neurovault.org/media/images/417/model001_task002_cope005_tstat1.nii.gz,878248,2731,statistic_map,False,True,,T map,fMRI-BOLD,2016-01-21T17:22:23.341554Z,,model001 task002 cope005 tstat1,,,False,17.0,74.7081026645,0.0,,,http://neurovault.org/media/images/417/transform_4mm_2731.npy,,,,http://neurovault.org/media/images/417/glass_brain_2731.jpg,,http://neurovault.org/images/2731/
10720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:22:23.372149Z,group,98.1289636428,,,pseudoword minus baseline,cnt_4d949c9b01604,rhyme verification task,trm_4d949c5b0e380,,http://neurovault.org/collections/412/,412,pseudoword,,,,FSL5.0,,http://neurovault.org/media/images/412/model001_task001_cope002_tstat1_pseudoword.nii.gz,866507,2655,statistic_map,False,True,,T map,fMRI-BOLD,2016-01-21T17:22:23.372168Z,,model001 task001 cope002 tstat1 pseudoword,,,False,13.0,75.1605587678,0.0,,,http://neurovault.org/media/images/412/transform_4mm_2655.npy,,,,http://neurovault.org/media/images/412/glass_brain_2655.jpg,,http://neurovault.org/images/2655/
10851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:22:26.167869Z,,99.8647601791,,,rest eyes closed,cnt_54e6a394d0fb8,rest eyes closed,trm_54e69c642d89b,,http://neurovault.org/collections/851/,851,,,,,,,http://neurovault.org/media/images/851/Corr%3D1rightposteriorinsulafunctional_connectivity_40_-8_18%202.nii.gz,1081011,12360,statistic_map,False,True,,T map,fMRI-BOLD,2016-01-27T21:44:09.525645Z,,rightsaliencenetwork,,,False,,68.9247741874,18.6528054076,,,http://neurovault.org/media/images/851/transform_4mm_12360.npy,,,,http://neurovault.org/media/images/851/glass_brain_12360.jpg,,http://neurovault.org/images/12360/
10866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:22:26.764656Z,,0.195179654,,,angular distance between test view and study view,cnt_501715cead551,scene recognition task,trm_4da6327154fd4,,http://neurovault.org/collections/1048/,1048,,,,,,,http://neurovault.org/media/images/1048/neurosynth.nii.gz,4314,14284,statistic_map,True,True,,T map,fMRI-BOLD,2016-01-27T21:44:14.342582Z,,co_scene orthogonal 2nd level,,,False,,99.9239753957,0.0,,,,,,,http://neurovault.org/media/images/1048/glass_brain_14284.jpg,,http://neurovault.org/images/14284/
10881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:22:26.880239Z,group,92.0348559849,,,attend neutral stimulus,cnt_553a6e7daf8e6,emotional regulation task,trm_4da890594742a,,http://neurovault.org/collections/425/,425,Look_Neutral_Stim,,,,FSL5.0,,http://neurovault.org/media/images/425/task001_cope004_tstat1.nii.gz,812900,2863,statistic_map,False,True,,T map,fMRI-BOLD,2016-01-21T17:22:26.880258Z,,task001 cope004 tstat1,,,False,34.0,76.7031637583,0.0,,,http://neurovault.org/media/images/425/transform_4mm_2863.npy,,,,http://neurovault.org/media/images/425/glass_brain_2863.jpg,,http://neurovault.org/images/2863/
10903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:22:27.418403Z,group,98.1289636428,,,word minus baseline,cnt_4d949c8f3101c,rhyme verification task,trm_4d949c5b0e380,,http://neurovault.org/collections/412/,412,word,,,,FSL5.0,,http://neurovault.org/media/images/412/model001_task001_cope001_tstat1_word.nii.gz,864117,2656,statistic_map,False,True,,T map,fMRI-BOLD,2016-01-21T17:22:27.418421Z,,model001 task001 cope001 tstat1 word,,,False,13.0,75.1605587678,0.0,,,http://neurovault.org/media/images/412/transform_4mm_2656.npy,,,,http://neurovault.org/media/images/412/glass_brain_2656.jpg,,http://neurovault.org/images/2656/
10960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:22:28.015737Z,group,99.9886205976,,,Left Hand,cnt_55315278ea6cc,motor fMRI task paradigm,trm_550b53d7dd674,,http://neurovault.org/collections/457/,457,Left Finger (Hand),,,,FSL5.0,,http://neurovault.org/media/images/457/tfMRI_MOTOR_LH_zstat1.nii.gz,1182177,3158,statistic_map,False,True,,Z map,fMRI-BOLD,2016-01-21T17:22:28.015756Z,,tfMRI MOTOR LEFT HAND zstat1,,,False,486.0,65.7102752072,26.18728373,,,http://neurovault.org/media/images/457/transform_4mm_3158.npy,0.0,490.0,,http://neurovault.org/media/images/457/glass_brain_3158.jpg,,http://neurovault.org/images/3158/
10961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:22:28.089334Z,group,99.9820555577,,,Story minus Math,cnt_55314a1a5514c,language processing fMRI task paradigm,trm_550b54a8b30f4,,http://neurovault.org/collections/457/,457,Story minus Math,,,,FSL5.0,,http://neurovault.org/media/images/457/tfMRI_LANGUAGE_STORY-MATH_zstat1.nii.gz,1177802,3142,statistic_map,False,True,,Z map,fMRI-BOLD,2016-01-21T17:22:28.089356Z,,tfMRI LANGUAGE STORY minus MATH zstat1,,,False,486.0,65.7121585945,26.1880759438,,,http://neurovault.org/media/images/457/transform_4mm_3142.npy,0.0,481.0,,http://neurovault.org/media/images/457/glass_brain_3142.jpg,,http://neurovault.org/images/3142/
10980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:22:28.368771Z,group,99.9886205976,,,Right Foot,cnt_5531528173117,motor fMRI task paradigm,trm_550b53d7dd674,,http://neurovault.org/collections/457/,457,Right Toe (Foot),,,,FSL5.0,,http://neurovault.org/media/images/457/tfMRI_MOTOR_RF_zstat1.nii.gz,1181705,3160,statistic_map,False,True,,Z map,fMRI-BOLD,2016-01-21T17:22:28.368789Z,,tfMRI MOTOR RIGHT FOOT zstat1,,,False,486.0,65.7102752072,26.18728373,,,http://neurovault.org/media/images/457/transform_4mm_3160.npy,0.0,490.0,,http://neurovault.org/media/images/457/glass_brain_3160.jpg,,http://neurovault.org/images/3160/
10981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:22:28.461877Z,group,99.9886205976,,,2-back Place,cnt_55314b12878f7,working memory fMRI task paradigm,trm_550b50095d4a3,,http://neurovault.org/collections/457/,457,2-back Place,,,,FSL5.0,,http://neurovault.org/media/images/457/tfMRI_WM_2BK_PLACE_zstat1.nii.gz,1180786,3193,statistic_map,False,True,,Z map,fMRI-BOLD,2016-01-21T17:22:28.461896Z,,tfMRI WM 2BK PLACE zstat1,,,False,486.0,65.6937678714,26.2228006381,,,http://neurovault.org/media/images/457/transform_4mm_3193.npy,0.0,492.0,,http://neurovault.org/media/images/457/glass_brain_3193.jpg,,http://neurovault.org/images/3193/
11072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:22:29.991159Z,,74.4301478735,,,proportion of correct responses,cnt_5021ae2c2ab3c,logical reasoning task,trm_4f24154867d84,,http://neurovault.org/collections/857/,857,,,,,,,http://neurovault.org/media/images/857/zstat1_7.nii.gz,200296,12492,statistic_map,False,True,,Z map,fMRI-BOLD,2016-01-27T21:44:24.114162Z,,MatrixReasoning,,,False,330.0,80.1122685185,2.25998564473,,,http://neurovault.org/media/images/857/transform_4mm_12492.npy,5.0,,,http://neurovault.org/media/images/857/glass_brain_12492.jpg,,http://neurovault.org/images/12492/
11073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:22:30.001346Z,,76.1821754096,,,number of correct identifications,cnt_4de96cd8c9aad,episodic recall,trm_4c898c8bf1b4f,,http://neurovault.org/collections/857/,857,Activation vs Rest,,,,,,http://neurovault.org/media/images/857/zstat1.nii.gz,207192,12485,statistic_map,False,True,,Z map,fMRI-BOLD,2016-01-27T21:44:24.147840Z,,Antonyms,,,False,330.0,79.5127314815,2.88684255127,,,http://neurovault.org/media/images/857/transform_4mm_12485.npy,5.0,,,http://neurovault.org/media/images/857/glass_brain_12485.jpg,,http://neurovault.org/images/12485/
11075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:22:30.022977Z,,77.8614070883,,,Math,cnt_55314a02877ba,language processing fMRI task paradigm,trm_550b54a8b30f4,,http://neurovault.org/collections/873/,873,,,,,,,http://neurovault.org/media/images/873/EHMI_ica_mean_component_ica_s_all__0039.nii.gz,207784,12802,statistic_map,False,True,,Z map,fMRI-BOLD,2016-01-27T21:44:24.214118Z,,dv39,,,False,,65.8905946847,1.6663485398,,,http://neurovault.org/media/images/873/transform_4mm_12802.npy,,,,http://neurovault.org/media/images/873/glass_brain_12802.jpg,,http://neurovault.org/images/12802/
11092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:22:30.326313Z,group,97.1345789402,,,novel minus repeat,cnt_553a6640aa059,abstract/concrete judgment: bilingual,trm_4ebd44cd88360,,http://neurovault.org/collections/414/,414,novel minus repeat,,,,FSL5.0,,http://neurovault.org/media/images/414/model001_task001_cope018_tstat1.nii.gz,857780,2700,statistic_map,False,True,,T map,fMRI-BOLD,2016-01-21T17:22:30.326331Z,,model001 task001 cope018 tstat1,,,False,13.0,75.4122679418,0.0,,,http://neurovault.org/media/images/414/transform_4mm_2700.npy,,,,http://neurovault.org/media/images/414/glass_brain_2700.jpg,,http://neurovault.org/images/2700/
11093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:22:30.065719Z,,75.591272362,,,proportion of correct responses,cnt_5021ae2c2ab3c,logical reasoning task,trm_4f24154867d84,,http://neurovault.org/collections/857/,857,,,,,,,http://neurovault.org/media/images/857/zstat1_6.nii.gz,204340,12491,statistic_map,False,True,,Z map,fMRI-BOLD,2016-01-27T21:44:24.315136Z,,PaperFolding,,,False,330.0,79.7114197531,2.69643264623,,,http://neurovault.org/media/images/857/transform_4mm_12491.npy,5.0,,,http://neurovault.org/media/images/857/glass_brain_12491.jpg,,http://neurovault.org/images/12491/
11096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:22:30.285265Z,,76.34319649,,,number correct,cnt_50eb1b6d46337,pattern comparison task,trm_4da86cb034ff6,,http://neurovault.org/collections/857/,857,Activation vs Rest,,,,,,http://neurovault.org/media/images/857/zstat1_5.nii.gz,206985,12490,statistic_map,False,True,,Z map,fMRI-BOLD,2016-01-27T21:44:24.491706Z,,PatternComparison,,,False,330.0,79.5015432099,2.73469848679,,,http://neurovault.org/media/images/857/transform_4mm_12490.npy,5.0,,,http://neurovault.org/media/images/857/glass_brain_12490.jpg,,http://neurovault.org/images/12490/
11098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:22:30.356741Z,,71.4728875656,,,total correct responses for all categories,cnt_4de6b87a44743,category fluency test,tsk_4a57abb949923,,http://neurovault.org/collections/957/,957,,,,,,,http://neurovault.org/media/images/957/con_0001_1.nii.gz,628073,13631,statistic_map,False,True,,T map,fMRI-BOLD,2016-01-27T21:44:24.597105Z,,auto_spa_2,,,False,,68.2860445977,0.921229046828,,,http://neurovault.org/media/images/957/transform_4mm_13631.npy,,,,http://neurovault.org/media/images/957/glass_brain_13631.jpg,,http://neurovault.org/images/13631/
11136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:22:31.028713Z,,77.8614070883,,,Math,cnt_55314a02877ba,language processing fMRI task paradigm,trm_550b54a8b30f4,,http://neurovault.org/collections/873/,873,,,,,,,http://neurovault.org/media/images/873/EHMI_ica_mean_component_ica_s_all__0014.nii.gz,207446,12803,statistic_map,False,True,,Z map,fMRI-BOLD,2016-01-27T21:44:24.875416Z,,dv14,,,False,,65.8905946847,1.6663485398,,,http://neurovault.org/media/images/873/transform_4mm_12803.npy,,,,http://neurovault.org/media/images/873/glass_brain_12803.jpg,,http://neurovault.org/images/12803/
11242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:22:32.775172Z,,77.8614070883,,,Math,cnt_55314a02877ba,language processing fMRI task paradigm,trm_550b54a8b30f4,,http://neurovault.org/collections/873/,873,,,,,,,http://neurovault.org/media/images/873/EHMI_ica_mean_component_ica_s_all__0017.nii.gz,207864,12805,statistic_map,False,True,,Z map,fMRI-BOLD,2016-01-27T21:44:28.780091Z,,dv17,,,False,,65.8905946847,1.6663485398,,,http://neurovault.org/media/images/873/transform_4mm_12805.npy,,,,http://neurovault.org/media/images/873/glass_brain_12805.jpg,,http://neurovault.org/images/12805/
11329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:22:34.250844Z,,77.8614070883,,,Math,cnt_55314a02877ba,language processing fMRI task paradigm,trm_550b54a8b30f4,,http://neurovault.org/collections/873/,873,,,,,,,http://neurovault.org/media/images/873/EHMI_ica_mean_component_ica_s_all__0031.nii.gz,207824,12806,statistic_map,False,True,,Z map,fMRI-BOLD,2016-01-27T21:44:31.630856Z,,dv31,,,False,,65.8905946847,1.6663485398,,,http://neurovault.org/media/images/873/transform_4mm_12806.npy,,,,http://neurovault.org/media/images/873/glass_brain_12806.jpg,,http://neurovault.org/images/12806/
11348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:22:34.584572Z,,77.8614070883,,,Math,cnt_55314a02877ba,language processing fMRI task paradigm,trm_550b54a8b30f4,,http://neurovault.org/collections/873/,873,,,,,,,http://neurovault.org/media/images/873/EHMI_ica_mean_component_ica_s_all__0027.nii.gz,207883,12807,statistic_map,False,True,,Z map,fMRI-BOLD,2016-01-27T21:44:32.608876Z,,dv27,,,False,,65.8905946847,1.6663485398,,,http://neurovault.org/media/images/873/transform_4mm_12807.npy,,,,http://neurovault.org/media/images/873/glass_brain_12807.jpg,,http://neurovault.org/images/12807/
11584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:22:38.453509Z,,77.8614070883,,,Math,cnt_55314a02877ba,language processing fMRI task paradigm,trm_550b54a8b30f4,,http://neurovault.org/collections/873/,873,,,,,,,http://neurovault.org/media/images/873/EHMI_ica_mean_component_ica_s_all__0016.nii.gz,207925,12810,statistic_map,False,True,,Z map,fMRI-BOLD,2016-01-27T21:44:45.278247Z,,dv16,,,False,,65.8905946847,1.6663485398,,,http://neurovault.org/media/images/873/transform_4mm_12810.npy,,,,http://neurovault.org/media/images/873/glass_brain_12810.jpg,,http://neurovault.org/images/12810/
11605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:22:38.774366Z,,77.8614070883,,,Math,cnt_55314a02877ba,language processing fMRI task paradigm,trm_550b54a8b30f4,,http://neurovault.org/collections/873/,873,,,,,,,http://neurovault.org/media/images/873/EHMI_ica_mean_component_ica_s_all__0036.nii.gz,208037,12811,statistic_map,False,True,,Z map,fMRI-BOLD,2016-01-27T21:44:45.442277Z,,dv36,,,False,,65.8905946847,1.6663485398,,,http://neurovault.org/media/images/873/transform_4mm_12811.npy,,,,http://neurovault.org/media/images/873/glass_brain_12811.jpg,,http://neurovault.org/images/12811/
11712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:22:40.510608Z,,77.8614070883,,,Math,cnt_55314a02877ba,language processing fMRI task paradigm,trm_550b54a8b30f4,,http://neurovault.org/collections/873/,873,,,,,,,http://neurovault.org/media/images/873/EHMI_ica_mean_component_ica_s_all__0009.nii.gz,207915,12812,statistic_map,False,True,,Z map,fMRI-BOLD,2016-01-27T21:44:49.920713Z,,dv09,,,False,,65.8905946847,1.6663485398,,,http://neurovault.org/media/images/873/transform_4mm_12812.npy,,,,http://neurovault.org/media/images/873/glass_brain_12812.jpg,,http://neurovault.org/images/12812/
11713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:22:40.541810Z,,83.9966211928,,,areas of activation during task minus baseline,cnt_4df69c712873f,passive viewing,trm_4c899211a965c,,http://neurovault.org/collections/940/,940,,,,,,,http://neurovault.org/media/images/940/zstat1_1.nii.gz,757897,13568,statistic_map,False,True,,Z map,fMRI-BOLD,2016-01-27T21:44:50.051714Z,,neg_onset,,,False,,77.9265899943,3.6754483264,,,http://neurovault.org/media/images/940/transform_4mm_13568.npy,,,,http://neurovault.org/media/images/940/glass_brain_13568.jpg,,http://neurovault.org/images/13568/
11847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:22:42.581719Z,,77.8614070883,,,Math,cnt_55314a02877ba,language processing fMRI task paradigm,trm_550b54a8b30f4,,http://neurovault.org/collections/873/,873,,,,,,,http://neurovault.org/media/images/873/EHMI_ica_mean_component_ica_s_all__0021.nii.gz,207736,12814,statistic_map,False,True,,Z map,fMRI-BOLD,2016-01-27T21:44:51.433312Z,,dv21,,,False,,65.8905946847,1.6663485398,,,http://neurovault.org/media/images/873/transform_4mm_12814.npy,,,,http://neurovault.org/media/images/873/glass_brain_12814.jpg,,http://neurovault.org/images/12814/
11892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:22:43.203496Z,,77.8614070883,,,Math,cnt_55314a02877ba,language processing fMRI task paradigm,trm_550b54a8b30f4,,http://neurovault.org/collections/873/,873,,,,,,,http://neurovault.org/media/images/873/EHMI_ica_mean_component_ica_s_all__0006.nii.gz,207615,12816,statistic_map,False,True,,Z map,fMRI-BOLD,2016-01-27T21:44:51.755938Z,,dv06,,,False,,65.8905946847,1.6663485398,,,http://neurovault.org/media/images/873/transform_4mm_12816.npy,,,,http://neurovault.org/media/images/873/glass_brain_12816.jpg,,http://neurovault.org/images/12816/
11910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:22:43.548840Z,,77.8614070883,,,Math,cnt_55314a02877ba,language processing fMRI task paradigm,trm_550b54a8b30f4,,http://neurovault.org/collections/873/,873,,,,,,,http://neurovault.org/media/images/873/EHMI_ica_mean_component_ica_s_all__0028.nii.gz,207745,12817,statistic_map,False,True,,Z map,fMRI-BOLD,2016-01-27T21:44:51.951786Z,,dv28,,,False,,65.8905946847,1.6663485398,,,http://neurovault.org/media/images/873/transform_4mm_12817.npy,,,,http://neurovault.org/media/images/873/glass_brain_12817.jpg,,http://neurovault.org/images/12817/
12094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:22:48.056641Z,group,97.2523119882,,,go trial,cnt_5181f863d5591,stop signal task with pseudo word naming,trm_5181f863d24f4,,http://neurovault.org/collections/423/,423,go,,,,FSL5.0,,http://neurovault.org/media/images/423/task003_cope001_tstat1.nii.gz,857169,2826,statistic_map,False,True,,T map,fMRI-BOLD,2016-01-21T17:22:48.056660Z,,task003 cope001 tstat1,,,False,20.0,75.3824661073,0.0,,,http://neurovault.org/media/images/423/transform_4mm_2826.npy,,,,http://neurovault.org/media/images/423/glass_brain_2826.jpg,,http://neurovault.org/images/2826/
12187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:22:48.824925Z,group,99.9820555577,,,Random Interaction,cnt_553147b362347,social cognition (theory of mind) fMRI task paradigm,trm_550b557e5f90e,,http://neurovault.org/collections/457/,457,Random Interaction,,,,FSL5.0,,http://neurovault.org/media/images/457/tfMRI_SOCIAL_RANDOM_zstat1.nii.gz,1176438,3179,statistic_map,False,True,,Z map,fMRI-BOLD,2016-01-21T17:22:48.824943Z,,tfMRI SOCIAL RANDOM zstat1,,,False,486.0,65.7057329202,26.2019059926,,,http://neurovault.org/media/images/457/transform_4mm_3179.npy,0.0,484.0,,http://neurovault.org/media/images/457/glass_brain_3179.jpg,,http://neurovault.org/images/3179/
12188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:22:48.488861Z,,82.0875076045,,,rest eyes open,cnt_54e6a3ceb7216,rest eyes open,trm_4c8a834779883,,http://neurovault.org/collections/887/,887,,,,,,,http://neurovault.org/media/images/887/zstat2_1.nii.gz,760772,13060,statistic_map,False,True,,Z map,fMRI-BOLD,2016-01-27T21:44:59.418470Z,,dmPFC_selfup,,,False,,77.9070913964,5.94783794762,,,http://neurovault.org/media/images/887/transform_4mm_13060.npy,,,,http://neurovault.org/media/images/887/glass_brain_13060.jpg,,http://neurovault.org/images/13060/
12207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:22:49.027226Z,group,99.9886205976,,,0-back Face,cnt_55314b49e5c9d,working memory fMRI task paradigm,trm_550b50095d4a3,,http://neurovault.org/collections/457/,457,0-back Face,,,,FSL5.0,,http://neurovault.org/media/images/457/tfMRI_WM_0BK_FACE_zstat1.nii.gz,1184134,3186,statistic_map,False,True,,Z map,fMRI-BOLD,2016-01-21T17:22:49.027244Z,,tfMRI WM 0BK FACE zstat1,,,False,486.0,65.6937678714,26.2228006381,,,http://neurovault.org/media/images/457/transform_4mm_3186.npy,0.0,492.0,,http://neurovault.org/media/images/457/glass_brain_3186.jpg,,http://neurovault.org/images/3186/
