,contrast_text,contrast_uri,event_stamp,id,id_user
810,incongruent response time minus congruent response time,,2011-06-06 16:25:09,cnt_4decff6567821,usr_4de5345b3b6a8
811,incongruent minus congruent correct,,2014-04-24 11:06:01,cnt_5358f019cdf06,usr_530dde225d328
812,incorrect minus correct,,2015-04-24 16:03:22,cnt_553a694a86e65,usr_51bc76ae9636c
813,incorrect minus correct incongruent,,2015-04-24 16:03:42,cnt_553a695e0415c,usr_51bc76ae9636c
814,percent correct,,2015-07-13 00:33:29,cnt_55a3075967471,usr_4e42a3196fbcd
815,degree of association between unattended and attended,,2012-07-18 19:03:34,cnt_5007088618bd2,usr_4f177506dde77
816,fixation time below maximum degree of eye movement,,2011-06-06 20:37:41,cnt_4ded3a95a6098,usr_4de5345b3b6a8
817,degree of eye movement,,2011-06-06 20:39:50,cnt_4ded3b16cdb74,usr_4de5345b3b6a8
818,accuracy,,2011-06-06 23:21:15,cnt_4ded60eb3a50f,usr_4de5345b3b6a8
819,dual task classification learning trials,,2011-11-11 04:53:26,cnt_4ebcaa463d20e,usr_4cf5de07654c8
820,dual-task tone counting probe,,2011-11-11 04:53:38,cnt_4ebcaa52e7dbd,usr_4cf5de07654c8
821,no delay,,2010-01-10 23:14:45,cnt_4b4a5f651765d,usr_49a467bf4e0db
822,delay,,2010-01-10 23:15:17,cnt_4b4a5f85437c2,usr_49a467bf4e0db
823,delay minus no delay,,2010-01-10 23:19:59,cnt_4b4a609f11b96,usr_49a467bf4e0db
824,percent correct,,2015-07-13 00:32:37,cnt_55a30725ee445,usr_4e42a3196fbcd
825,ERP strength minus baseline,,2011-06-13 19:51:15,cnt_4df66a33d6b43,usr_4de5345b3b6a8
826,areas of activation during task minus baseline,,2011-06-13 19:51:28,cnt_4df66a407cc2e,usr_4de5345b3b6a8
827,accuracy of participant minus average accuracy of controls,,2011-06-13 19:51:57,cnt_4df66a5dec65d,usr_4de5345b3b6a8
828,auditory oddball stimulus presentation,,2015-04-24 16:56:59,cnt_553a75dbedfc5,usr_51bc76ae9636c
829,auditory standard stimulus presentation,,2015-04-24 16:57:34,cnt_553a75fe3ca65,usr_51bc76ae9636c
830,behavioral response time following auditory oddball stimulus onset,,2015-04-24 16:58:29,cnt_553a76353b465,usr_51bc76ae9636c
831,auditory all,,2015-04-24 16:58:38,cnt_553a763e198f5,usr_51bc76ae9636c
832,auditory oddball,,2015-04-24 16:59:33,cnt_553a7675c00bc,usr_51bc76ae9636c
833,auditory reaction time,,2015-04-24 16:59:40,cnt_553a767c981c7,usr_51bc76ae9636c
834,auditory standard,,2015-04-24 16:59:47,cnt_553a7683a550a,usr_51bc76ae9636c
835,auditory targets minus standards,,2015-04-24 16:59:57,cnt_553a768dc270f,usr_51bc76ae9636c
836,visual oddball stimulus presentation,,2015-04-24 17:00:15,cnt_553a769fcbf40,usr_51bc76ae9636c
837,visual standard stimulus presentation,,2015-04-24 17:02:08,cnt_553a7710d845a,usr_51bc76ae9636c
838,behavioral response time following visual oddball stimulus onset,,2015-04-24 17:02:38,cnt_553a772e8ed98,usr_51bc76ae9636c
839,visual all,,2015-04-24 17:02:45,cnt_553a773529f0e,usr_51bc76ae9636c
840,visual targets minus standards,,2015-04-24 17:02:56,cnt_553a7740160a3,usr_51bc76ae9636c
841,percent correct,,2015-07-13 00:18:15,cnt_55a303c74baf9,usr_4e42a3196fbcd
842,success,,2013-01-16 22:51:42,cnt_50f72efe2012e,usr_4de5345b3b6a8
843,spanish-english minus abstract-repeat,,2015-04-24 15:42:07,cnt_553a644f24049,usr_51bc76ae9636c
844,english-english minus concrete-novel,,2015-04-24 15:42:23,cnt_553a645f6d002,usr_51bc76ae9636c
845,abstract minus concrete,,2015-04-24 15:42:35,cnt_553a646be2a49,usr_51bc76ae9636c
846,english-spanish minus abstract-repeat,,2015-04-24 15:42:52,cnt_553a647ca67ed,usr_51bc76ae9636c
847,spanish-spanish minus abstract-repeat,,2015-04-24 15:43:08,cnt_553a648cc0a93,usr_51bc76ae9636c
848,spanish-english minus concrete-novel,,2015-04-24 15:43:25,cnt_553a649d060b8,usr_51bc76ae9636c
849,spanish-english minus concrete-repeat,,2015-04-24 15:43:47,cnt_553a64b3e171d,usr_51bc76ae9636c
850,english-spanish minus concrete-novel,,2015-04-24 15:44:18,cnt_553a64d23c393,usr_51bc76ae9636c
851,spanish-spanish minus concrete-novel,,2015-04-24 15:44:42,cnt_553a64ea67841,usr_51bc76ae9636c
852,english-english minus concrete-repeat,,2015-04-24 15:45:37,cnt_553a6521c5c4d,usr_51bc76ae9636c
853,english-spanish minus abstract-novel,,2015-04-24 15:46:42,cnt_553a65621ddd2,usr_51bc76ae9636c
854,english-english minus abstract-repeat,,2015-04-24 15:46:59,cnt_553a6573c37ee,usr_51bc76ae9636c
855,spanish-spanish minus concrete-repeat,,2015-04-24 15:47:40,cnt_553a659cba94c,usr_51bc76ae9636c
856,spanish-spanish minus abstract-novel,,2015-04-24 15:48:02,cnt_553a65b24119c,usr_51bc76ae9636c
857,all,,2015-04-24 15:48:08,cnt_553a65b8b5a92,usr_51bc76ae9636c
858,spanish-english minus abstract-novel,,2015-04-24 15:48:24,cnt_553a65c88528d,usr_51bc76ae9636c
859,novel minus repeat,,2015-04-24 15:50:24,cnt_553a6640aa059,usr_51bc76ae9636c
860,english-spanish minus concrete-repeat,,2015-04-24 15:50:39,cnt_553a664f97104,usr_51bc76ae9636c
861,english-english minus abstract-novel,,2015-04-24 15:50:51,cnt_553a665bef7b8,usr_51bc76ae9636c
862,MVC minus baseline,,2011-06-09 19:03:25,cnt_4df118fd720dd,usr_4de5345b3b6a8
863,total score,,2013-07-10 17:49:07,cnt_51dd9e934148a,usr_51bc76ae9636c
864,social skill,,2013-07-21 17:26:28,cnt_51ec19c434db0,usr_51bc76ae9636c
865,attention switching,,2013-07-21 17:26:42,cnt_51ec19d22283e,usr_51bc76ae9636c
866,attention to detail,,2013-07-21 17:26:55,cnt_51ec19df23bcb,usr_51bc76ae9636c
867,communication,,2013-07-21 17:27:17,cnt_51ec19f5be290,usr_51bc76ae9636c
868,imagination,,2013-07-21 17:27:31,cnt_51ec1a03c57f1,usr_51bc76ae9636c
869,"[(chosen minus best unchosen) on irrelevant attribute] MINUS [(chosen minus best unchosen) on relevant attribute], at time of decision.",,2015-04-27 22:06:49,cnt_553eb2f965ebd,usr_51bc76ae9636c
870,attribute prediction error,,2015-04-27 22:07:13,cnt_553eb3113497b,usr_51bc76ae9636c
871,reward prediction error,,2015-04-27 22:07:25,cnt_553eb31d57363,usr_51bc76ae9636c
872,"Contrast [(chosen minus best unchosen) on irrelevant attribute] PLUS [(chosen minus best unchosen) on relevant attribute], at time of decision",,2015-04-27 22:08:15,cnt_553eb34fd6730,usr_51bc76ae9636c
873,percent of time responded to joint attention,,2013-11-29 20:35:21,cnt_5298fa8955db0,usr_51bc76ae9636c
874,mirror minus plain,,2013-04-23 18:17:45,cnt_5176d049049f8,usr_49a467bf4e0db
875,switch minus nonswitch mirror only,,2015-04-24 16:07:44,cnt_553a6a506990c,usr_51bc76ae9636c
876,plain-repeat,,2015-04-24 16:07:56,cnt_553a6a5cafdac,usr_51bc76ae9636c
877,junk,,2015-04-24 16:08:02,cnt_553a6a62708eb,usr_51bc76ae9636c
878,mirror-repeat nonswitch,,2015-04-24 16:08:20,cnt_553a6a7493147,usr_51bc76ae9636c
879,mirror-reversal minus plain-text,,2015-04-24 16:08:41,cnt_553a6a8934d60,usr_51bc76ae9636c
880,switch minus nonswitch plain only,,2015-04-24 16:09:00,cnt_553a6a9c84dca,usr_51bc76ae9636c
881,switch minus nonswitch,,2015-04-24 16:09:14,cnt_553a6aaacecdf,usr_51bc76ae9636c
882,plain-switch,,2015-04-24 16:09:34,cnt_553a6abe9438e,usr_51bc76ae9636c
883,mirror-repeat switch,,2015-04-24 16:09:44,cnt_553a6ac873184,usr_51bc76ae9636c
884,number of items correctly recalled,,2013-01-07 18:45:39,cnt_50eb17d3cde37,usr_4de5345b3b6a8
885,number of incorrect dimension assignments,,2013-01-07 18:47:25,cnt_50eb183de4efb,usr_4de5345b3b6a8
886,number of features correctly drawn,,2016-07-27 15:26:47,cnt_5798d2b73fb3b,usr_579611e01221d
887,standard deviation from the mean score,,2011-06-22 22:34:34,cnt_4e026dfa02b6d,usr_4de5345b3b6a8
888,Trait Affect,,2011-06-22 22:48:26,cnt_4e02713a45cdc,usr_4de5345b3b6a8
889,State Affect,,2011-06-22 22:48:53,cnt_4e027155c037c,usr_4de5345b3b6a8
890,Total score,,2016-07-25 17:38:49,cnt_57964ea91ff76,usr_579611e01221d
891,age judgment,,2015-04-28 18:37:42,cnt_553fd376185ca,usr_51bc76ae9636c
892,happiness judgment,,2015-04-28 18:37:52,cnt_553fd380354b2,usr_51bc76ae9636c
893,trustworthiness judgment,,2015-04-28 18:38:01,cnt_553fd389b23b4,usr_51bc76ae9636c
894,left motor response,,2015-04-28 18:38:12,cnt_553fd39457558,usr_51bc76ae9636c
895,right motor response,,2015-04-28 18:38:21,cnt_553fd39d1fec4,usr_51bc76ae9636c
896,hit rate (number of correct recognitions),,2011-06-02 18:03:39,cnt_4de7d07b4366d,usr_4de5345b3b6a8
897,false alarm rate (number of incorrect recognitions),,2011-06-02 18:04:07,cnt_4de7d0972591c,usr_4de5345b3b6a8
898,miss rate (number of items subject failed to recognize),,2011-06-02 18:04:35,cnt_4de7d0b31ce2e,usr_4de5345b3b6a8
899,standard deviation of error,,2011-06-14 20:08:39,cnt_4df7bfc72c237,usr_4de5345b3b6a8
900,parametric gain,,2013-05-02 05:20:30,cnt_5181f79e38fb2,usr_4cf5de07654c8
901,parametric loss,,2010-10-06 21:47:54,cnt_4cacee8ad4b14,usr_49a467bf4e0db
902,Loss aversion,,2010-10-06 21:49:08,cnt_4caceed40b5b9,usr_49a467bf4e0db
903,number of choices with greater chance of loss than gain minus number of choices with greater chance of gain than loss,,2011-06-10 21:59:46,cnt_4df293d2889cb,usr_4de5345b3b6a8
904,difference from indifference,,2013-04-22 22:22:23,cnt_5175b81f53bf3,usr_4cf5de07654c8
905,task minus baseline,,2015-09-08 16:55:33,cnt_55ef1305643e9,usr_51bc76ae9636c
906,picture vocabulary,,2013-10-30 17:37:37,cnt_527143e1d60c2,usr_51bc76ae9636c
907,sentence combining,,2013-10-30 17:50:00,cnt_527146c8c759d,usr_51bc76ae9636c
908,word ordering,,2013-10-30 18:12:26,cnt_52714c0a91b84,usr_51bc76ae9636c
909,relational vocabulary,,2013-10-30 18:12:53,cnt_52714c2591532,usr_51bc76ae9636c
910,morphological compensation,,2013-10-30 18:17:37,cnt_52714d41df4cd,usr_51bc76ae9636c
911,multiple meanings,,2013-10-30 21:05:29,cnt_5271749977ff2,usr_51bc76ae9636c
912,total score,,2013-10-30 21:12:20,cnt_52717634eaa19,usr_51bc76ae9636c
913,total score,,2013-09-21 21:41:25,cnt_523e12859c3ce,usr_51bc76ae9636c
914,copying,,2013-10-31 16:09:20,cnt_527280b09a883,usr_51bc76ae9636c
915,early number concepts,,2013-10-31 16:09:38,cnt_527280c2b9042,usr_51bc76ae9636c
916,matching letter-like forms,,2013-10-31 16:09:53,cnt_527280d15e0c1,usr_51bc76ae9636c
917,matrices,,2013-10-31 16:10:10,cnt_527280e2da2da,usr_51bc76ae9636c
918,naming vocabulary,,2013-10-31 16:10:36,cnt_527280fcbc7f6,usr_51bc76ae9636c
919,pattern construction,,2013-10-31 16:10:59,cnt_52728113402ad,usr_51bc76ae9636c
920,phonological processing,,2013-10-31 16:11:17,cnt_52728125ee3cf,usr_51bc76ae9636c
921,picture similarities,,2013-10-31 16:11:42,cnt_5272813e7ad58,usr_51bc76ae9636c
922,rapid naming,,2013-10-31 16:12:03,cnt_52728153ba9d7,usr_51bc76ae9636c
923,recall of designs,,2013-10-31 16:13:12,cnt_52728198e8de8,usr_51bc76ae9636c
924,recall of digits,,2013-10-31 16:13:32,cnt_527281ac7d9b4,usr_51bc76ae9636c
925,recall of objects,,2013-10-31 16:13:46,cnt_527281ba2970c,usr_51bc76ae9636c
926,recall of sequential order,,2013-10-31 16:14:25,cnt_527281e1d41da,usr_51bc76ae9636c
927,recognition of pictures,,2013-10-31 16:14:41,cnt_527281f1ea4c3,usr_51bc76ae9636c
928,sequential and quantitative reasoning,,2013-10-31 16:15:01,cnt_52728205170c9,usr_51bc76ae9636c
929,verbal similarities,,2013-10-31 16:15:18,cnt_52728216c4a99,usr_51bc76ae9636c
930,speed of information processing,,2013-10-31 16:15:32,cnt_52728224d01c3,usr_51bc76ae9636c
931,verbal comprehension,,2013-10-31 16:15:46,cnt_5272823262ea5,usr_51bc76ae9636c
932,word definitions,,2013-10-31 16:15:59,cnt_5272823f1ac11,usr_51bc76ae9636c
933,modulation of endurance and tone,,2013-10-24 16:04:19,cnt_526945035073c,usr_51bc76ae9636c
934,auditory processing,,2013-10-24 16:04:38,cnt_5269451644ae7,usr_51bc76ae9636c
935,modulation of movement,,2013-10-24 16:07:54,cnt_526945da9b9c0,usr_51bc76ae9636c
936,visual processing,,2013-10-24 16:47:43,cnt_52694f2f10eef,usr_51bc76ae9636c
937,vestibular processing,,2013-10-24 16:48:55,cnt_52694f7753cc0,usr_51bc76ae9636c
938,multi-sensory processing,,2013-10-24 16:49:36,cnt_52694fa003431,usr_51bc76ae9636c
939,modulation of body position and movement,,2013-10-24 18:59:00,cnt_52696df47325c,usr_51bc76ae9636c
940,modulation of movement affecting activity level,,2013-10-24 21:45:06,cnt_526994e2f34fe,usr_51bc76ae9636c
941,modulation of sensory input affecting emotional responses,,2013-10-24 21:45:30,cnt_526994fa6650a,usr_51bc76ae9636c
942,modulation of visual input,,2013-10-24 21:45:54,cnt_5269951211abd,usr_51bc76ae9636c
943,emotional and social responses,,2013-10-24 21:46:13,cnt_52699525e50e4,usr_51bc76ae9636c
944,behavioral outcomes of sensory processing,,2013-10-24 21:50:09,cnt_5269961107e91,usr_51bc76ae9636c
945,number of items to be counted (past subitizing threshold),,2012-08-13 19:38:01,cnt_50295799192b3,usr_4f177506dde77
946,number of distractors,,2012-08-13 19:49:05,cnt_50295a3179605,usr_4f177506dde77
947,high minus low load conditions,,2012-08-13 20:02:25,cnt_50295d51eda87,usr_4f177506dde77
948,accuracy of participant minus average accuracy of controls,,2011-06-21 18:31:51,cnt_4e00e397017e2,usr_4de5345b3b6a8
949,accuracy of participant minus average accuracy of controls,,2011-06-23 17:40:42,cnt_4e037a9a47d41,usr_4de5345b3b6a8
950,gaze shifts,,2013-10-30 22:21:45,cnt_527186794628a,usr_51bc76ae9636c
951,positive affect,,2013-10-30 22:21:55,cnt_5271868393809,usr_51bc76ae9636c
952,emotion and eye gaze,,2013-10-30 22:22:17,cnt_5271869901fb5,usr_51bc76ae9636c
953,communication,,2013-10-30 22:23:09,cnt_527186cd116f2,usr_51bc76ae9636c
954,behavioral regulation,,2013-10-30 22:23:21,cnt_527186d95c3cb,usr_51bc76ae9636c
955,social interaction,,2013-10-30 22:27:23,cnt_527187cbb684e,usr_51bc76ae9636c
956,joint attention,,2013-10-30 22:30:02,cnt_5271886ab5997,usr_51bc76ae9636c
957,gestures,,2013-10-30 22:31:43,cnt_527188cf5d8c6,usr_51bc76ae9636c
958,words,,2013-10-30 22:36:33,cnt_527189f1d8eca,usr_51bc76ae9636c
959,sounds,,2013-10-30 22:37:14,cnt_52718a1a2fcf1,usr_51bc76ae9636c
960,understanding,,2013-10-30 22:37:41,cnt_52718a35e6077,usr_51bc76ae9636c
961,social composite,,2013-10-30 22:38:13,cnt_52718a55b30db,usr_51bc76ae9636c
962,speech composite,,2013-10-30 22:38:48,cnt_52718a781a09a,usr_51bc76ae9636c
963,symbolic composite,,2013-10-30 22:40:13,cnt_52718acd157fb,usr_51bc76ae9636c
964,postural sway,,2013-01-07 23:10:54,cnt_50eb55fe03a71,usr_4de5345b3b6a8
965,normalized path length,,2013-01-07 23:11:39,cnt_50eb562b899ef,usr_4de5345b3b6a8
966,language structure,,2013-10-09 21:25:57,cnt_5255c9e5a349e,usr_51bc76ae9636c
967,pragmatic skills,,2013-10-09 21:26:09,cnt_5255c9f1ebfda,usr_51bc76ae9636c
968,social engagement,,2013-10-09 21:26:19,cnt_5255c9fbe77f0,usr_51bc76ae9636c
969,speech,,2013-10-09 21:32:43,cnt_5255cb7b65a68,usr_51bc76ae9636c
970,general communication composite,,2013-10-09 21:32:58,cnt_5255cb8a5a7c9,usr_51bc76ae9636c
971,syntax,,2013-10-09 21:34:04,cnt_5255cbcce4b86,usr_51bc76ae9636c
972,semantics,,2013-10-09 21:34:15,cnt_5255cbd7b880a,usr_51bc76ae9636c
973,coherence,,2013-10-09 21:34:32,cnt_5255cbe8f3d77,usr_51bc76ae9636c
974,initiation,,2013-10-09 21:34:44,cnt_5255cbf47097d,usr_51bc76ae9636c
975,context,,2013-10-09 21:35:18,cnt_5255cc169ffda,usr_51bc76ae9636c
976,scripted language,,2013-10-09 21:35:32,cnt_5255cc24c4013,usr_51bc76ae9636c
977,interests,,2013-10-09 21:36:04,cnt_5255cc441ddfb,usr_51bc76ae9636c
978,relational complexity,,2012-08-06 18:33:03,cnt_50200ddfae9f9,usr_4f177506dde77
979,Successful Stop trial - Go trial,,2013-05-02 05:23:07,cnt_5181f83b8ef06,usr_4cf5de07654c8
980,Stop Signal Reaction Time,,2013-05-02 05:23:07,cnt_5181f83b8ece8,usr_4cf5de07654c8
981,Successful Stop Trial,,2013-05-02 05:23:07,cnt_5181f83b8ed9a,usr_4cf5de07654c8
982,Unsuccessful stop trial,,2013-05-02 05:23:07,cnt_5181f83b8ee51,usr_4cf5de07654c8
983,Go trial,,2013-05-02 05:23:07,cnt_5181f83b8eaae,usr_4cf5de07654c8
984,Stop trial,,2013-05-02 05:23:07,cnt_5181f83b8ec28,usr_4cf5de07654c8
985,ERP strength minus baseline,,2011-06-15 21:00:53,cnt_4df91d85ed597,usr_4de5345b3b6a8
986,accuracy during task minus accuracy of some baseline test (e.g. only one pattern),,2011-06-15 21:01:53,cnt_4df91dc172a88,usr_4de5345b3b6a8
987,accuracy of participant minus average accuracy of controls,,2011-06-15 21:02:10,cnt_4df91dd29b1c6,usr_4de5345b3b6a8
988,famous minus nonfamous,,2012-07-18 23:29:17,cnt_500746cd3e89f,usr_4f177506dde77
989,percent correct,,2013-01-18 18:32:33,cnt_50f99541d75ac,usr_4de5345b3b6a8
990,number of moves required to complete task,,2013-01-17 19:12:06,cnt_50f84d060a842,usr_4de5345b3b6a8
991,number of problems solved on first choice,,2013-01-17 19:13:51,cnt_50f84d6fe2b09,usr_4de5345b3b6a8
992,accuracy of participant minus average accuracy of controls,,2011-06-10 21:49:38,cnt_4df2917218780,usr_4de5345b3b6a8
993,longest correct sequence of controls minus longest correct sequence of subject,,2011-06-10 21:50:00,cnt_4df2918824fb9,usr_4de5345b3b6a8
994,cumulative duration of exposure to stimulus,,2012-08-14 21:41:36,cnt_502ac610413b0,usr_4f177506dde77
995,duration of stimulus presentation interval,,2012-08-14 21:42:01,cnt_502ac6291faaa,usr_4f177506dde77
996,cumulative duration of exposure to stimulus,,2012-08-14 21:42:28,cnt_502ac644ac8c8,usr_4f177506dde77
997,contrast between stimuli,,2012-08-14 22:15:53,cnt_502ace1922626,usr_4f177506dde77
998,number of exposures to stimulus,,2012-08-14 22:22:23,cnt_502acf9fbd81c,usr_4f177506dde77
999,reaction time,,2012-11-28 00:44:04,cnt_50b55e542e51d,usr_4de5345b3b6a8
1000,omissions,,2012-11-28 00:44:25,cnt_50b55e6945a0e,usr_4de5345b3b6a8
1001,commissions (false positives),,2012-11-28 00:44:44,cnt_50b55e7cdd645,usr_4de5345b3b6a8
1002,standard deviation from the mean population score in the language of the participant,,2011-06-09 21:38:40,cnt_4df13d6084e80,usr_4de5345b3b6a8
1003,number of plates read correctly by controls with normal color vision minus number of plates read correctly by subject,,2011-06-09 18:23:24,cnt_4df10f9cbd86c,usr_4de5345b3b6a8
1004,Transformation plates,,2011-06-09 18:42:27,cnt_4df114130545a,usr_4de5345b3b6a8
1005,Vanishing plates,,2011-06-09 18:43:10,cnt_4df1143e30adb,usr_4de5345b3b6a8
1006,Hidden Digits plates,,2011-06-09 18:44:40,cnt_4df11498b1933,usr_4de5345b3b6a8
1007,Vocabulary,,2011-06-21 23:49:54,cnt_4e012e2269d7d,usr_4de5345b3b6a8
1008,Information,,2011-06-21 23:51:00,cnt_4e012e64947cf,usr_4de5345b3b6a8
1009,Logical Memory,,2011-06-21 23:55:39,cnt_4e012f7ba05e2,usr_4de5345b3b6a8
1010,Verbal Paired Associates,,2011-06-21 23:56:48,cnt_4e012fc0a6d05,usr_4de5345b3b6a8
1011,Designs,,2011-06-21 23:58:30,cnt_4e01302681cd3,usr_4de5345b3b6a8
1012,Visual Reproduction,,2011-06-21 23:59:39,cnt_4e01306ba8db6,usr_4de5345b3b6a8
1013,Spatial Addition,,2011-06-22 00:00:16,cnt_4e013090c4cf1,usr_4de5345b3b6a8
1014,Symbol Span,,2011-06-22 00:01:13,cnt_4e0130c979bf1,usr_4de5345b3b6a8
1015,participant score minus average score,,2011-06-22 00:09:00,cnt_4e01329cad8aa,usr_4de5345b3b6a8
1016,immediate score minus delayed score,,2011-06-22 00:14:28,cnt_4e0133e4d4fe1,usr_4de5345b3b6a8
1017,distraction minus standard,,2012-07-18 20:22:10,cnt_50071af2372d9,usr_4f177506dde77
1018,aloof personality,,2013-09-21 20:11:25,cnt_523dfd6ddf9ef,usr_51bc76ae9636c
1019,rigid personality,,2013-09-21 20:11:43,cnt_523dfd7f816b6,usr_51bc76ae9636c
1020,pragmatic language,,2013-09-21 20:12:13,cnt_523dfd9d6a5ba,usr_51bc76ae9636c
1021,areas of activation during task minus baseline,,2011-06-22 19:32:10,cnt_4e02433a9f223,usr_4de5345b3b6a8
1022,ERP strength minus baseline,,2011-06-22 19:32:22,cnt_4e0243468cb6f,usr_4de5345b3b6a8
1023,viewing unhealthy foods minus viewing healthy foods during feedback trials,,2015-04-28 17:03:25,cnt_553fbd5d4a2e9,usr_51bc76ae9636c
1024,receiving feedback that peers disagreed minus peers agreed during feedback trials [peers higher + peers lower > 2*peers agree],,2015-04-28 17:04:25,cnt_553fbd9907040,usr_51bc76ae9636c
1025,receiving feedback that peers agreed minus peers disagreed during feedback trials [2*peers agree > peers higher + peers lower],,2015-04-28 17:04:54,cnt_553fbdb6b1d18,usr_51bc76ae9636c
1026,operation span of participant minus average operation span of controls,,2011-06-13 21:30:50,cnt_4df6818a8bcec,usr_4de5345b3b6a8
1027,percent correct,,2015-07-13 00:09:49,cnt_55a301cd38de4,usr_4e42a3196fbcd
1028,percent detected,,2015-07-13 00:09:58,cnt_55a301d6d57b9,usr_4e42a3196fbcd
1029,mean number of boxes opened,,2013-01-16 23:54:36,cnt_50f73dbc3a2e7,usr_4de5345b3b6a8
1030,probability of the participant&#39;s decision being correct based on the available evidence at the time of the decision,,2013-01-16 23:55:15,cnt_50f73de372e77,usr_4de5345b3b6a8
1031,forward,,2011-05-31 22:44:25,cnt_4de56f49c2858,usr_4de5345b3b6a8
1032,backward,,2011-05-31 22:45:14,cnt_4de56f7a17762,usr_4de5345b3b6a8
1033,communication,,2013-11-29 19:38:26,cnt_5298ed32ea678,usr_51bc76ae9636c
1034,repetitive behavior,,2013-11-29 19:38:45,cnt_5298ed452d73c,usr_51bc76ae9636c
1035,regulatory behavior,,2013-11-29 19:38:59,cnt_5298ed53c8281,usr_51bc76ae9636c
1036,social,,2013-11-29 19:39:11,cnt_5298ed5f7af62,usr_51bc76ae9636c
1037,sensory,,2013-11-29 19:39:21,cnt_5298ed6939932,usr_51bc76ae9636c
1038,tone,,2013-11-29 19:39:29,cnt_5298ed71daa03,usr_51bc76ae9636c
1039,stressful event,,2013-11-29 19:39:44,cnt_5298ed8042bfc,usr_51bc76ae9636c
1040,participant score minus average score,,2011-06-10 21:28:30,cnt_4df28c7e2f855,usr_4de5345b3b6a8
1041,speed versus accuracy,,2012-07-31 21:42:13,cnt_50185135a51fc,usr_4f177506dde77
1042,age of first word (months),,2013-10-15 18:09:03,cnt_525d84bfad373,usr_51bc76ae9636c
1043,age of first phrases (months),,2013-10-15 18:09:23,cnt_525d84d3df53b,usr_51bc76ae9636c
1044,infant babbling,,2013-10-15 18:10:02,cnt_525d84fa886ed,usr_51bc76ae9636c
1045,hearing concerns,,2013-10-15 18:11:12,cnt_525d8540300d6,usr_51bc76ae9636c
1046,echolalia,,2013-10-15 18:11:29,cnt_525d8551c4a1a,usr_51bc76ae9636c
1047,eating,,2013-10-15 18:12:42,cnt_525d859ac7a85,usr_51bc76ae9636c
1048,gait,,2013-10-15 18:13:51,cnt_525d85df4d1dc,usr_51bc76ae9636c
1049,overactivity,,2013-10-15 18:14:19,cnt_525d85fbf2cb1,usr_51bc76ae9636c
1050,self injury,,2013-10-15 18:15:03,cnt_525d862700cc6,usr_51bc76ae9636c
1051,sleep problems,,2013-10-15 18:18:19,cnt_525d86eb4aeaa,usr_51bc76ae9636c
1052,tantrums,,2013-10-15 18:19:36,cnt_525d8738330eb,usr_51bc76ae9636c
1053,abnormal or negative response to sensory stimuli,,2013-10-15 18:20:08,cnt_525d8758edffb,usr_51bc76ae9636c
1054,compulsions and rituals,,2013-10-15 18:20:30,cnt_525d876e43942,usr_51bc76ae9636c
1055,difficulty with minor change,,2013-10-15 18:21:14,cnt_525d879a4aca1,usr_51bc76ae9636c
1056,hand and finger mannerisms,,2013-10-15 18:21:43,cnt_525d87b78dee5,usr_51bc76ae9636c
1057,unusual attachment to objects,,2013-10-15 18:22:51,cnt_525d87fb5b1f1,usr_51bc76ae9636c
1058,unusual sensory interests,,2013-10-15 18:23:18,cnt_525d8816f017f,usr_51bc76ae9636c
1059,noise sensitivity,,2013-10-15 18:23:37,cnt_525d882970b5d,usr_51bc76ae9636c
1060,head shaking,,2013-10-15 18:24:16,cnt_525d8850bf413,usr_51bc76ae9636c
1061,imaginative play,,2013-10-15 18:24:53,cnt_525d88753a6ed,usr_51bc76ae9636c
1062,level of language,,2013-10-15 18:25:16,cnt_525d888c5c514,usr_51bc76ae9636c
1063,imitation,,2013-10-15 18:26:14,cnt_525d88c670300,usr_51bc76ae9636c
1064,social verbalization,,2013-10-15 18:26:34,cnt_525d88dac8010,usr_51bc76ae9636c
1065,direct gaze,,2013-10-15 18:27:58,cnt_525d892ec0346,usr_51bc76ae9636c
1066,facial expression,,2013-10-15 18:28:36,cnt_525d895459b16,usr_51bc76ae9636c
1067,smiling,,2013-10-15 18:28:45,cnt_525d895db3590,usr_51bc76ae9636c
1068,accuracy,,2011-06-02 16:24:10,cnt_4de7b92a0ce43,usr_4de5345b3b6a8
1069,reaction time to figures minus reaction time to Kanizsa figures,,2011-06-09 20:57:06,cnt_4df133a20d8da,usr_4de5345b3b6a8
1070,accuracy of participant minus average accuracy of controls,,2011-06-09 20:57:24,cnt_4df133b48842d,usr_4de5345b3b6a8
1071,meditation versus control self-report of affect,,2012-08-08 22:14:04,cnt_5022e4acafe58,usr_4f177506dde77
1072,general oscillatory synchrony,,2012-08-08 22:15:03,cnt_5022e4e75d375,usr_4f177506dde77
1073,meditation versus control decrease in power of alpha oscillations,,2012-08-08 22:42:50,cnt_5022eb6a0eabd,usr_4f177506dde77
1074,meditation versus control frontal midline theta activity,,2012-08-08 22:46:08,cnt_5022ec302de82,usr_4f177506dde77
1075,meditation versus control theta oscillations,,2012-08-08 23:05:52,cnt_5022f0d06e757,usr_4f177506dde77
1076,meditation versus control galvanic skin response,,2012-08-08 23:06:47,cnt_5022f1079e925,usr_4f177506dde77
1077,meditation versus control alpha coherence,,2012-08-08 23:13:10,cnt_5022f28631d3c,usr_4f177506dde77
